platform,video_title,video_url,author,content,comment_id,likes,time_parsed,video_transcript,scraped_at
YouTube,3 Stylish Indo-Western Looks For The Festive Season | Shop Now on Nykaa Fashion #Shorts,https://www.youtube.com/watch?v=OaFXz2V_yLw,@nykaafashionofficial,"DON'T FORGET✨ Purchase your favourite looks from the video by clicking the links below:
Look 1: Peplum Top With Harem Pants
Top: https://shrturl.app/AgcpzA
Pant: https://shrturl.app/UP74Ul
Heels: https://shrturl.app/llE8Nb

Look 2 : White Shirt With Block Printed Pants
Bracelet: https://shrturl.app/LZV-xx
Pants: https://shrturl.app/y9LY9v
Top: https://shrturl.app/odP4dn
  
Look 3: Crop Top, Cape and Trousers
Cape: https://shrturl.app/ep3mMR
Crop top: https://shrturl.app/oBFHXt
Pants: https://shrturl.app/6osAX4
Bracelet: https://shrturl.app/f9sdJQ",UgwLcIDVr7ffbH2hL7l4AaABAg,0,1724233990.853085,Transcript not available,2026-08-21T15:23:10.853373
YouTube,Get Festive Ready With Nykaa Fashion | Style Stories | Ganesh Chaturthi Look | Shop Now #Shorts,https://www.youtube.com/watch?v=nvUw9Oct_9w,@nykaafashionofficial,"✨Style Stories✨ #Part6: Get Ganesh Chaturthi Ready with this yellow and purple gota lehenga. This festive season, Nykaa Fashion shares the history of Indianwear crafts, along with styling recommendations to customize the craft, especially for you💙 Click here to shop our Ganesh Chaturthi Curation: https://shrturl.app/U_GK-W",UgwHjL8bnhyETMlKEmt4AaABAg,0,1724233994.276859,Transcript not available,2026-08-21T15:23:14.276992
YouTube,How To Style 1 Saree In 3 Ways | Stylish Ways To Drape Your Sarees | Shop Now #shorts,https://www.youtube.com/watch?v=cOj5tndDSXY,@nykaafashionofficial,"These styles will ensure you have the most unique outfit💕 If you too, want to stand out with glam click on the links to shop the looks🥻🔥:
🥻 Look 1
Saree: https://shrturl.app/vJlcEm
Cape Set: https://shrturl.app/N2kRbz

🥻Look 2
Saree: https://shrturl.app/vJlcEm
Dupatta: https://shrturl.app/ov5-a8
Belt: https://shrturl.app/FxyXd9

🥻Look 3
Saree: https://shrturl.app/vJlcEm
Lehenga: https://shrturl.app/m9L-Ek",Ugw5v_4sslzq94e00jR4AaABAg,0,1724233998.169243,Transcript not available,2026-08-21T15:23:18.169390
YouTube,How To Style 1 Saree In 3 Ways | Stylish Ways To Drape Your Sarees | Shop Now #shorts,https://www.youtube.com/watch?v=cOj5tndDSXY,@ayanshsinghal6599,you also looking,UgzTxbQGJ4o--AQ_lXB4AaABAg,1,1724233998.170494,Transcript not available,2026-08-21T15:23:18.170585
YouTube,How To Dress If You Don't Like Showing Skin | 5 Stylish Everyday Wear Looks | Shop Now #Shorts,https://www.youtube.com/watch?v=sU9gV6pz2iE,@nykaafashionofficial,"If you like dressing conservative, this guide is perfect for you. Here are outfits you will feel comfortable in✨
Shop the similar looks on Nykaa Fashion by clicking the links below:

💕 Look 1:
High Neck Top: https://shrturl.app/Xt4nyg
Cargos: https://shrturl.app/EM-T_L

💕 Look 2:
Jacket: https://shrturl.app/sOF6ok
Denims: https://shrturl.app/Lxd9Um

💕 Look 3
Hoodie: https://shrturl.app/eDKAU0
Joggers: https://shrturl.app/7dz6p7

💕 Look 4
Sheer Top: https://shrturl.app/Mb7IA_
Pants:https://shrturl.app/3qBeT5

💕 Look 5
Jumpsuit: https://shrturl.app/hwjQPc",UgxRem88z809BW6hNSF4AaABAg,0,1724234001.347691,Transcript not available,2026-08-21T15:23:21.347818
YouTube,How To Dress If You Don't Like Showing Skin | 5 Stylish Everyday Wear Looks | Shop Now #Shorts,https://www.youtube.com/watch?v=sU9gV6pz2iE,@DivyanshiAggarwal,Yeah girl 😍😍,UgyTCkxdFcZ7NOSVoHx4AaABAg,0,1724234001.348938,Transcript not available,2026-08-21T15:23:21.349039
YouTube,How To Dress If You Don't Like Showing Skin | 5 Stylish Everyday Wear Looks | Shop Now #Shorts,https://www.youtube.com/watch?v=sU9gV6pz2iE,@neerajbansal7106,Beautiful girl❤🎉,UgzdbkWYoiiBgrWvCUZ4AaABAg,0,1724234001.350151,Transcript not available,2026-08-21T15:23:21.350242
YouTube,How To Dress If You Don't Like Showing Skin | 5 Stylish Everyday Wear Looks | Shop Now #Shorts,https://www.youtube.com/watch?v=sU9gV6pz2iE,@neerusingla8500,❤❤❤🤩😘😘😘,Ugywtru-w_OSyasP1pF4AaABAg,0,1724234001.351326,Transcript not available,2026-08-21T15:23:21.351427
YouTube,How To Dress If You Don't Like Showing Skin | 5 Stylish Everyday Wear Looks | Shop Now #Shorts,https://www.youtube.com/watch?v=sU9gV6pz2iE,@Divya_energy,Love it 😍😍😍😍We’ll definitely try🥰🥰🥰🥰,UgySYDL72kPESW48BXR4AaABAg,0,1724234001.352526,Transcript not available,2026-08-21T15:23:21.352620
YouTube,How To Dress If You Don't Like Showing Skin | 5 Stylish Everyday Wear Looks | Shop Now #Shorts,https://www.youtube.com/watch?v=sU9gV6pz2iE,@nykaafashionofficial,You should! ♥️,UgySYDL72kPESW48BXR4AaABAg.9uShYUapz0K9vt_ewVGMFL,0,1724234001.853058,Transcript not available,2026-08-21T15:23:21.853388
YouTube,How To Style 1 Pair Of Cycling Shorts In 2 Ways | Casual Looks | Shop Now On Nykaa Fashion #shorts,https://www.youtube.com/watch?v=OKS7HI1K6AA,@nykaafashionofficial,"Save it and Thank us later!😍 It’s time to go Back to Basics❤️ Recreate your favourite look now!

Click here to shop the products featured:
Cycling shorts: https://shrturl.app/5nfHNJ
Black Top: https://shrturl.app/RoEAAM
Black Graphic Tshirt: https://shrturl.app/hiqExI",UgzwUpMM28tdMxHWb-94AaABAg,1,1724234004.96565,Transcript not available,2026-08-21T15:23:24.965782
YouTube,Get Ready With Nykaa Fashion For A Friend's Wedding | Stylish Lehenga Look | Shop Now #shorts,https://www.youtube.com/watch?v=lV_Oe2eKdd8,@Divya_energy,Beautiful 😍 beautiful 😍 beautiful 😍,UgzaGiUuy0xoTlVnAIl4AaABAg,0,1724234008.826255,Transcript not available,2026-08-21T15:23:28.826397
YouTube,Get Ready With Nykaa Fashion For A Friend's Wedding | Stylish Lehenga Look | Shop Now #shorts,https://www.youtube.com/watch?v=lV_Oe2eKdd8,@aashivsingla4517,Just mesmerized by the look😍😍😍😍,UgwvSLY7gMKKXZw5Q2B4AaABAg,0,1724234008.827576,Transcript not available,2026-08-21T15:23:28.827678
YouTube,Get Ready With Nykaa Fashion For A Friend's Wedding | Stylish Lehenga Look | Shop Now #shorts,https://www.youtube.com/watch?v=lV_Oe2eKdd8,@DivyanshiAggarwal,My Beautiful 🥰🥰🥰,UgzvzJDPVAn1OkdVU1d4AaABAg,0,1724234008.828849,Transcript not available,2026-08-21T15:23:28.828956
YouTube,Get Ready With Nykaa Fashion For A Friend's Wedding | Stylish Lehenga Look | Shop Now #shorts,https://www.youtube.com/watch?v=lV_Oe2eKdd8,@ruhiegoel7435,Gorgeous always,Ugz32FNDGc5dIr3GqIh4AaABAg,0,1724234008.830204,Transcript not available,2026-08-21T15:23:28.830321
YouTube,Get Ready With Nykaa Fashion For A Friend's Wedding | Stylish Lehenga Look | Shop Now #shorts,https://www.youtube.com/watch?v=lV_Oe2eKdd8,@neerajbansal7106,Very nice 🎉,UgwnyOxilO9AeVq74fV4AaABAg,0,1724234008.831612,Transcript not available,2026-08-21T15:23:28.831725
YouTube,Get Ready With Nykaa Fashion For A Friend's Wedding | Stylish Lehenga Look | Shop Now #shorts,https://www.youtube.com/watch?v=lV_Oe2eKdd8,@nykaafashionofficial,"Love this look? Recreate now by clicking on these links below:
Lehenga: https://shrturl.app/7kzcUJ
Jewellery: https://shrturl.app/4zAWkR",UgyNyBdlBXUMzmABbXN4AaABAg,0,1724234008.832992,Transcript not available,2026-08-21T15:23:28.833121
YouTube,Trending Corset Dress Look You Need To Try | Stylish Occasion Wear | Shop On Nykaa Fashion #shorts,https://www.youtube.com/watch?v=NKx7jsYnrLo,@nykaafashionofficial,"Looking for a sassy yet stylish look for your next date/party/event/? Don't worry, we have got you sorted with this trending corset dress look! 

Recreate now by shopping the feature products! Click on the links below to shop:
Dress: https://shrturl.app/5JOHc-
Bag: https://shrturl.app/68YccK
Heels: https://shrturl.app/qlzW0a",Ugzlnbt3kCcj5oGuUz14AaABAg,0,1724234012.417843,Transcript not available,2026-08-21T15:23:32.418147
YouTube,Get Ready With Nykaa Fashion For Janmashtami  | Stylish Saree Look | Style Stories Part 5 | #Shorts,https://www.youtube.com/watch?v=oivUlDkVlvA,@nykaafashionofficial,"✨Style Stories✨ #Part5: Get Janmashtami Ready with this yellow and blue tie and die saree💓



Click this link to shop our special Janmashtami Edit: https://shrturl.app/2aMrm7",Ugwh5VjlFSPi2pN4iwt4AaABAg,0,1724234017.319679,Transcript not available,2026-08-21T15:23:37.319799
YouTube,How To Style One Tee For Different Occasions | Smart and Stylish Looks | Shop Now On Nykaa Fashion,https://www.youtube.com/watch?v=qOhejlkdpK0,@nykaafashionofficial,"Style, Slay and Repeat! Time to style your favorite t-shirt for different occasions❤️

It’s time to go back to basics❤️ Shop trendy t-shirts from Twenty Dresses by clicking on this link: https://shrturl.app/eLOisQ",UgxWGV5_DjyGPFv-wmV4AaABAg,0,1724234021.213771,Transcript not available,2026-08-21T15:23:41.213899
YouTube,How To Wear A White Shirt In 3 Different Ways | Office and Everyday Stylish Looks | Nykaa Fashion,https://www.youtube.com/watch?v=w23x1r0Vb7E,@nykaafashionofficial,"If you've ever wondered how much you could do with a simple white shirt, this video is for you. Cropped, tucked, tie-up and more - 🔥Muskan Thirani🔥 from the Nykaa Fashion Army is here to show you 3 unique hacks you never knew you could do with just one white shirt, making it a must-have piece for your closet! Are you ready to get creative? Shop the white shirt by clicking on this link: https://shrturl.app/vBqHWC",UgyF-45Eyf327wCHVnF4AaABAg,1,1724234033.082745,Transcript not available,2026-08-21T15:23:53.082896
YouTube,How To Recreate Kareena Kapoor's Viral Flowy Kurta Set Look | Stylish Festive Look Guide | Shop Now,https://www.youtube.com/watch?v=pko48jtM_CY,@nykaafashionofficial,"TIME TO RECREATE⏰  Kareena Kapoor's Viral Flowy Kurta Set Look💗 This look stole the hearts of many, this suit set sure is the glam piece you need to stash for this festive season‼️Click the links to shop the look: 
Suit: https://shrturl.app/b6LB-u
Bag: https://shrturl.app/pd-fex
Bangle: https://shrturl.app/-nV3OB
Earrings:https://shrturl.app/3mSERI
Footwear: heels:https://shrturl.app/UVBZzv",UgzAtg0LduyNcTXraXV4AaABAg,0,1724234037.481081,Transcript not available,2026-08-21T15:23:57.481202
YouTube,How To Style 1 Corset In 3 Ways | Three Stylish and Trendy Outfit Ideas | Shop Now On Nykaa Fashion,https://www.youtube.com/watch?v=9TAwfBpL5vk,@nykaafashionofficial,"Comment your favourite look below👇 and don't  forget to stash this versatile corset and other pieces styled with it by clicking on these links below:

Style 1 

White corset:https://shrturl.app/eAbDUU
Black slit skirt:https://shrturl.app/1i71zW
white heels:https://shrturl.app/z3GGUW
Bag:https://shrturl.app/67R9qv
Necklace:https://shrturl.app/ahGAw7


Style 2
White corset:https://shrturl.app/eAbDUU 
Skirt:https://shrturl.app/CkPZ3a
Bag:https://shrturl.app/dwcon_
Shoes:https://shrturl.app/EVFKtm

Style 3

White corset:https://shrturl.app/eAbDUU  
Pant:https://shrturl.app/eytLik
Heels:https://shrturl.app/C5iubD
Bag:https://shrturl.app/gnNpn4",Ugy3M7-D-d9ium89l_h4AaABAg,0,1692611644.95158,Transcript not available,2026-08-21T15:24:04.951702
YouTube,4 Stylish Accessory Brands Perfect For The Festive Season | New On Nykaa Fashion | Shop Now,https://www.youtube.com/watch?v=dqfXBShVjLI,@nykaafashionofficial,"Shop the most trending styles from our stylist-approved brands🎉 Click these links to shop:
Teejh: https://shrturl.app/y1kxZ1
Zaveri Pearls: https://shrturl.app/zbmjqK
Odette: https://shrturl.app/WA6Rs2
Gajra Gang: https://shrturl.app/D3ptMh",Ugy7wH-V4h4hZNHRdud4AaABAg,0,1692611648.131322,Transcript not available,2026-08-21T15:24:08.131455
YouTube,Get Ready With Nykaa Fashion For Onam | Stylish Kasavu Saree Look | Style Stories Part 1 | Shop Now,https://www.youtube.com/watch?v=Wd7JhqL6Iu8,@nykaafashionofficial,"✨Style Stories✨ #Part1: Embrace the playful spirit of Onam in our vibrant Kasavu sarees✨🪔

Click this link to shop our special onam edit: https://shrturl.app/HS9D42",Ugy3H6uL6TCY4HE5I-Z4AaABAg,0,1692611652.219678,Transcript not available,2026-08-21T15:24:12.219798
YouTube,Get Festive Ready With Nykaa Fashion | Style Stories | Celebration of Indian Craft | Shop Now,https://www.youtube.com/watch?v=t12Y9bIzW88,@nykaafashionofficial,Get ready for Style Stories with Nykaa Fashion ✨ Experience a unique journey through the rich heritage and culture behind these breathtaking Indian wear crafts.,UgyADxPbRYKJR18_K_V4AaABAg,0,1692611657.854302,Transcript not available,2026-08-21T15:24:17.854648
YouTube,Get Ready For Brunch With Nykaa Fashion | Stylish outfits and accessories | Shop Now,https://www.youtube.com/watch?v=wt-EOOvoPoo,@nykaafashionofficial,"Our in-house stylist shows you how to ace a brunch look with stylish picks from Twenty Dresses By Nykaa Fashion.

Don't  forget to stash these versatile pieces by clicking on this link: https://bit.ly/43SlId7",Ugxl6r9Pz0PnTUi8SEh4AaABAg,0,1692611661.760128,Transcript not available,2026-08-21T15:24:21.760461
YouTube,How To Elevate All Your Festive Looks | Styling Tips and Tricks | Shop Now On Nykaa Fashion,https://www.youtube.com/watch?v=hJ2hZKQBKBA,@nykaafashionofficial,"0 to 10 on a jiffy✨ Accessorising your look right can make it a 💯‼️ As festive season is around the corner you need the perfect accessories to stand out!

Grab festive jewellery pieces to elevate all your festive looks by clicking here: https://shrturl.app/OadD9J",Ugx8a30fkWQz_xY95DF4AaABAg,0,1692611665.940446,Transcript not available,2026-08-21T15:24:25.940568
